Nose,Neck,RShoulder,RElbow,RWrist,LShoulder,LElbow,LWrist,RHip,RKnee,RAnkle,LHip,LKnee,LAnkle,REye,LEye,REar,LEar,Background
0.57 0.22,0.58 0.32,0.52 0.32,0.48 0.45,0.48 0.57,0.65 0.32,0.68 0.44,0.69 0.57,0.54 0.58,0.52 0.78,0.54 0.91,0.63 0.58,0.62 0.79,0.60 0.96,0.56 0.20,0.59 0.20,0.55 0.21,0.61 0.21
0.55 0.26,0.56 0.32,0.51 0.32,0.46 0.24,0.44 0.14,0.60 0.32,0.66 0.26,0.67 0.16,0.51 0.54,0.50 0.70,0.46 0.85,0.57 0.54,0.59 0.72,0.59 0.84,0.54 0.25,0.56 0.24,0.53 0.26,0.57 0.25
0.55 0.26,0.56 0.32,0.51 0.31,0.47 0.23,0.45 0.14,0.60 0.32,0.65 0.24,0.67 0.16,0.51 0.54,0.50 0.70,0.46 0.85,0.58 0.54,0.59 0.72,0.59 0.85,0.54 0.25,0.56 0.25,0.53 0.26,0.57 0.25
0.55 0.26,0.56 0.32,0.51 0.32,0.44 0.25,0.44 0.15,0.60 0.32,0.66 0.28,0.67 0.18,0.51 0.54,0.50 0.69,0.46 0.85,0.58 0.54,0.59 0.72,0.60 0.85,0.54 0.25,0.56 0.25,0.53 0.26,0.58 0.25
0.55 0.26,0.56 0.33,0.50 0.32,0.43 0.33,0.44 0.24,0.60 0.33,0.67 0.34,0.66 0.26,0.51 0.54,0.50 0.69,0.46 0.85,0.58 0.54,0.59 0.72,0.60 0.85,0.54 0.25,0.56 0.25,0.53 0.26,0.58 0.26
0.55 0.26,0.56 0.33,0.50 0.32,0.43 0.37,0.43 0.28,0.60 0.34,0.67 0.38,0.67 0.29,0.51 0.54,0.50 0.69,0.46 0.85,0.58 0.55,0.59 0.72,0.60 0.85,0.54 0.25,0.56 0.25,0.53 0.26,0.57 0.26
0.55 0.26,0.55 0.33,0.50 0.33,0.44 0.39,0.43 0.29,0.60 0.33,0.66 0.40,0.66 0.30,0.51 0.54,0.49 0.70,0.46 0.85,0.57 0.55,0.59 0.72,0.60 0.85,0.54 0.25,0.56 0.25,0.53 0.26,0.58 0.25
0.55 0.26,0.55 0.33,0.50 0.33,0.44 0.40,0.43 0.31,0.60 0.34,0.66 0.41,0.66 0.32,0.51 0.54,0.49 0.70,0.46 0.85,0.58 0.55,0.59 0.72,0.59 0.84,0.54 0.25,0.56 0.25,0.53 0.26,0.58 0.26
0.55 0.26,0.55 0.33,0.50 0.33,0.44 0.41,0.43 0.32,0.60 0.34,0.66 0.41,0.66 0.33,0.51 0.54,0.49 0.70,0.46 0.85,0.58 0.55,0.59 0.72,0.59 0.84,0.54 0.25,0.56 0.25,0.53 0.26,0.58 0.26
0.55 0.26,0.55 0.33,0.50 0.33,0.43 0.37,0.43 0.28,0.60 0.33,0.66 0.38,0.66 0.29,0.51 0.54,0.49 0.70,0.46 0.85,0.58 0.54,0.59 0.72,0.60 0.85,0.54 0.25,0.56 0.25,0.53 0.26,0.58 0.26
0.55 0.26,0.55 0.33,0.50 0.32,0.43 0.28,0.44 0.20,0.59 0.33,0.67 0.30,0.67 0.21,0.51 0.54,0.50 0.69,0.46 0.85,0.57 0.55,0.59 0.72,0.59 0.84,0.54 0.25,0.56 0.25,0.52 0.25,0.58 0.26
0.55 0.26,0.55 0.32,0.51 0.32,0.45 0.24,0.44 0.14,0.60 0.32,0.66 0.26,0.67 0.16,0.51 0.54,0.50 0.70,0.46 0.85,0.57 0.54,0.59 0.72,0.59 0.84,0.54 0.25,0.56 0.25,0.53 0.26,0.57 0.25
0.55 0.26,0.55 0.32,0.51 0.31,0.47 0.23,0.45 0.13,0.60 0.31,0.65 0.24,0.67 0.16,0.51 0.54,0.49 0.70,0.46 0.85,0.58 0.54,0.59 0.72,0.59 0.84,0.54 0.25,0.56 0.25,0.53 0.25,0.57 0.25
0.55 0.26,0.55 0.31,0.51 0.31,0.47 0.24,0.46 0.14,0.60 0.32,0.65 0.24,0.66 0.15,0.51 0.54,0.49 0.70,0.46 0.85,0.58 0.54,0.59 0.72,0.60 0.84,0.54 0.25,0.56 0.25,0.53 0.25,0.57 0.25
0.55 0.26,0.56 0.32,0.51 0.32,0.45 0.24,0.45 0.15,0.60 0.32,0.67 0.27,0.66 0.17,0.51 0.54,0.50 0.70,0.46 0.85,0.57 0.54,0.59 0.72,0.59 0.84,0.54 0.25,0.56 0.25,0.52 0.26,0.57 0.25
0.55 0.26,0.55 0.33,0.50 0.32,0.43 0.32,0.44 0.23,0.60 0.33,0.67 0.34,0.66 0.24,0.51 0.54,0.50 0.69,0.46 0.85,0.58 0.55,0.59 0.72,0.59 0.84,0.54 0.25,0.56 0.25,0.53 0.26,0.58 0.26
0.55 0.26,0.56 0.33,0.50 0.33,0.43 0.36,0.43 0.28,0.60 0.33,0.67 0.37,0.66 0.28,0.51 0.54,0.50 0.70,0.46 0.85,0.58 0.55,0.59 0.72,0.59 0.85,0.54 0.25,0.56 0.25,0.53 0.26,0.57 0.26
0.55 0.26,0.55 0.33,0.50 0.33,0.44 0.39,0.44 0.29,0.60 0.33,0.66 0.39,0.66 0.30,0.51 0.54,0.49 0.70,0.46 0.85,0.58 0.55,0.59 0.72,0.60 0.85,0.54 0.25,0.56 0.25,0.53 0.26,0.58 0.26
0.55 0.26,0.55 0.33,0.50 0.33,0.44 0.40,0.44 0.32,0.60 0.34,0.66 0.40,0.65 0.32,0.51 0.54,0.49 0.69,0.46 0.84,0.58 0.55,0.59 0.72,0.60 0.85,0.54 0.25,0.56 0.25,0.53 0.26,0.58 0.26
0.55 0.26,0.55 0.33,0.50 0.33,0.44 0.41,0.44 0.32,0.60 0.34,0.65 0.41,0.65 0.33,0.51 0.54,0.49 0.69,0.46 0.85,0.58 0.55,0.59 0.72,0.59 0.85,0.54 0.25,0.56 0.25,0.53 0.26,0.58 0.26
0.55 0.26,0.55 0.33,0.50 0.33,0.45 0.41,0.44 0.32,0.60 0.34,0.65 0.41,0.65 0.32,0.51 0.54,0.49 0.70,0.46 0.85,0.58 0.55,0.59 0.72,0.59 0.85,0.54 0.25,0.56 0.25,0.53 0.25,0.58 0.26
0.55 0.26,0.55 0.33,0.50 0.32,0.43 0.33,0.43 0.24,0.60 0.33,0.67 0.35,0.66 0.26,0.51 0.54,0.50 0.69,0.46 0.84,0.58 0.55,0.59 0.72,0.59 0.84,0.54 0.25,0.56 0.25,0.53 0.26,0.58 0.26
0.55 0.26,0.55 0.33,0.51 0.32,0.44 0.26,0.44 0.17,0.59 0.33,0.67 0.28,0.67 0.19,0.51 0.54,0.50 0.70,0.46 0.85,0.57 0.54,0.59 0.72,0.59 0.84,0.54 0.25,0.56 0.24,0.53 0.26,0.57 0.25
0.55 0.26,0.55 0.32,0.51 0.32,0.46 0.24,0.44 0.14,0.60 0.32,0.66 0.26,0.67 0.16,0.51 0.54,0.49 0.70,0.46 0.85,0.57 0.54,0.59 0.72,0.59 0.84,0.54 0.25,0.56 0.25,0.53 0.25,0.57 0.25
0.55 0.26,0.55 0.32,0.51 0.31,0.47 0.23,0.45 0.14,0.60 0.31,0.65 0.24,0.67 0.15,0.51 0.54,0.50 0.69,0.46 0.85,0.57 0.54,0.59 0.72,0.60 0.84,0.54 0.25,0.56 0.25,0.53 0.25,0.57 0.25
0.55 0.26,0.55 0.32,0.51 0.32,0.45 0.24,0.45 0.15,0.60 0.32,0.65 0.26,0.67 0.16,0.51 0.54,0.49 0.70,0.46 0.85,0.58 0.54,0.59 0.72,0.60 0.85,0.54 0.25,0.56 0.25,0.53 0.26,0.57 0.25
0.55 0.26,0.55 0.33,0.50 0.32,0.42 0.31,0.44 0.22,0.60 0.33,0.67 0.33,0.67 0.23,0.51 0.54,0.49 0.70,0.46 0.85,0.58 0.54,0.59 0.72,0.59 0.85,0.54 0.25,0.56 0.25,0.53 0.26,0.58 0.26
0.55 0.26,0.56 0.33,0.50 0.32,0.43 0.36,0.43 0.27,0.60 0.33,0.67 0.37,0.67 0.28,0.51 0.54,0.50 0.70,0.46 0.85,0.58 0.54,0.59 0.72,0.59 0.85,0.54 0.25,0.56 0.25,0.53 0.26,0.58 0.26
0.56 0.26,0.55 0.33,0.50 0.33,0.44 0.39,0.44 0.29,0.60 0.33,0.66 0.39,0.66 0.30,0.51 0.54,0.49 0.70,0.46 0.85,0.58 0.54,0.59 0.72,0.60 0.85,0.54 0.25,0.56 0.25,0.53 0.26,0.58 0.26
0.56 0.26,0.55 0.33,0.50 0.33,0.44 0.40,0.43 0.30,0.60 0.34,0.66 0.41,0.66 0.32,0.51 0.54,0.50 0.69,0.46 0.85,0.58 0.55,0.59 0.72,0.60 0.85,0.54 0.25,0.56 0.25,0.53 0.26,0.58 0.26
0.55 0.26,0.55 0.33,0.50 0.33,0.44 0.40,0.43 0.30,0.60 0.34,0.66 0.41,0.66 0.33,0.51 0.54,0.49 0.70,0.46 0.85,0.58 0.55,0.59 0.72,0.59 0.85,0.54 0.25,0.56 0.25,0.53 0.26,0.58 0.26
0.55 0.26,0.55 0.33,0.50 0.33,0.44 0.40,0.43 0.31,0.60 0.34,0.65 0.42,0.66 0.33,0.51 0.54,0.49 0.70,0.46 0.85,0.58 0.55,0.59 0.72,0.59 0.85,0.54 0.25,0.56 0.25,0.53 0.26,0.58 0.26
0.55 0.26,0.55 0.33,0.50 0.32,0.43 0.35,0.43 0.26,0.60 0.33,0.67 0.36,0.66 0.27,0.51 0.54,0.50 0.69,0.46 0.85,0.58 0.54,0.59 0.72,0.60 0.85,0.54 0.25,0.56 0.25,0.53 0.26,0.58 0.26
0.55 0.26,0.55 0.33,0.51 0.32,0.43 0.27,0.43 0.18,0.59 0.33,0.67 0.29,0.67 0.19,0.51 0.54,0.49 0.70,0.46 0.85,0.57 0.54,0.59 0.72,0.59 0.84,0.54 0.24,0.56 0.24,0.52 0.26,0.57 0.25
0.55 0.26,0.55 0.32,0.50 0.32,0.45 0.24,0.44 0.14,0.59 0.32,0.66 0.26,0.67 0.16,0.51 0.54,0.49 0.70,0.46 0.84,0.57 0.54,0.59 0.72,0.59 0.84,0.54 0.25,0.56 0.24,0.52 0.26,0.57 0.24
0.55 0.26,0.55 0.32,0.51 0.32,0.46 0.23,0.45 0.13,0.60 0.31,0.66 0.24,0.66 0.15,0.51 0.54,0.49 0.70,0.46 0.85,0.57 0.54,0.59 0.72,0.59 0.84,0.54 0.25,0.56 0.24,0.52 0.26,0.57 0.25
0.55 0.26,0.55 0.31,0.51 0.31,0.46 0.23,0.45 0.13,0.60 0.31,0.65 0.24,0.66 0.15,0.51 0.54,0.49 0.70,0.46 0.85,0.57 0.54,0.59 0.72,0.59 0.84,0.54 0.24,0.56 0.24,0.52 0.25,0.57 0.25
0.55 0.26,0.55 0.31,0.51 0.31,0.46 0.23,0.45 0.13,0.60 0.31,0.66 0.24,0.66 0.15,0.51 0.54,0.49 0.70,0.46 0.84,0.58 0.54,0.59 0.72,0.60 0.84,0.54 0.25,0.56 0.24,0.52 0.25,0.57 0.25
0.55 0.26,0.55 0.33,0.50 0.32,0.43 0.29,0.44 0.20,0.60 0.33,0.67 0.31,0.66 0.22,0.51 0.54,0.49 0.70,0.46 0.85,0.58 0.54,0.59 0.72,0.60 0.85,0.54 0.25,0.56 0.25,0.53 0.26,0.58 0.26
0.55 0.26,0.56 0.33,0.50 0.32,0.43 0.38,0.44 0.28,0.60 0.33,0.67 0.38,0.66 0.29,0.51 0.54,0.49 0.70,0.46 0.85,0.58 0.55,0.59 0.72,0.59 0.84,0.54 0.25,0.56 0.25,0.53 0.26,0.58 0.26
0.55 0.26,0.55 0.33,0.50 0.33,0.44 0.39,0.44 0.30,0.60 0.34,0.66 0.40,0.66 0.32,0.51 0.54,0.49 0.70,0.46 0.85,0.58 0.55,0.59 0.72,0.59 0.85,0.54 0.25,0.56 0.25,0.53 0.26,0.58 0.26
0.55 0.26,0.55 0.33,0.50 0.33,0.45 0.41,0.44 0.32,0.60 0.34,0.66 0.42,0.66 0.33,0.51 0.54,0.49 0.70,0.46 0.85,0.58 0.55,0.59 0.72,0.59 0.85,0.54 0.25,0.56 0.25,0.53 0.26,0.58 0.26
0.55 0.26,0.55 0.33,0.50 0.33,0.45 0.41,0.44 0.32,0.60 0.34,0.65 0.42,0.65 0.33,0.51 0.54,0.49 0.70,0.46 0.85,0.58 0.55,0.59 0.72,0.59 0.85,0.54 0.24,0.56 0.25,0.53 0.25,0.58 0.26
0.55 0.26,0.55 0.33,0.50 0.32,0.43 0.35,0.43 0.27,0.60 0.34,0.67 0.36,0.66 0.27,0.51 0.54,0.49 0.70,0.46 0.85,0.58 0.54,0.59 0.72,0.59 0.85,0.54 0.25,0.56 0.25,0.53 0.26,0.58 0.26
0.55 0.26,0.55 0.33,0.50 0.32,0.43 0.27,0.43 0.18,0.59 0.33,0.67 0.29,0.67 0.20,0.51 0.54,0.49 0.70,0.46 0.85,0.57 0.54,0.59 0.72,0.59 0.84,0.54 0.25,0.56 0.24,0.52 0.26,0.57 0.25
0.55 0.26,0.55 0.32,0.51 0.31,0.46 0.23,0.45 0.13,0.60 0.32,0.65 0.26,0.67 0.16,0.51 0.54,0.49 0.70,0.46 0.85,0.57 0.54,0.59 0.72,0.59 0.85,0.54 0.24,0.56 0.24,0.53 0.25,0.57 0.25
0.55 0.26,0.55 0.32,0.51 0.31,0.47 0.23,0.46 0.12,0.60 0.32,0.65 0.24,0.67 0.15,0.51 0.54,0.49 0.70,0.46 0.85,0.57 0.54,0.59 0.72,0.59 0.84,0.54 0.25,0.56 0.25,0.53 0.25,0.57 0.25
0.55 0.26,0.55 0.32,0.51 0.32,0.45 0.24,0.45 0.14,0.60 0.32,0.66 0.27,0.67 0.17,0.51 0.54,0.49 0.70,0.46 0.85,0.58 0.54,0.59 0.72,0.60 0.85,0.54 0.25,0.56 0.25,0.53 0.25,0.57 0.25
0.55 0.26,0.55 0.33,0.50 0.32,0.43 0.32,0.44 0.22,0.60 0.33,0.67 0.34,0.67 0.24,0.51 0.54,0.50 0.69,0.46 0.85,0.58 0.55,0.59 0.72,0.59 0.85,0.54 0.25,0.56 0.25,0.53 0.26,0.58 0.26
0.55 0.26,0.55 0.33,0.50 0.33,0.44 0.38,0.44 0.29,0.60 0.33,0.66 0.39,0.66 0.30,0.51 0.54,0.49 0.70,0.46 0.85,0.58 0.54,0.59 0.72,0.60 0.85,0.54 0.25,0.56 0.25,0.53 0.26,0.58 0.26
0.55 0.26,0.55 0.33,0.50 0.33,0.44 0.40,0.44 0.32,0.60 0.34,0.66 0.41,0.65 0.33,0.51 0.54,0.49 0.70,0.46 0.85,0.58 0.54,0.59 0.72,0.59 0.85,0.54 0.25,0.56 0.25,0.53 0.26,0.57 0.26
0.55 0.26,0.55 0.33,0.50 0.33,0.45 0.41,0.44 0.33,0.60 0.34,0.65 0.42,0.65 0.34,0.51 0.54,0.50 0.69,0.46 0.85,0.58 0.54,0.59 0.72,0.60 0.85,0.54 0.25,0.56 0.24,0.53 0.25,0.58 0.25
0.55 0.26,0.55 0.33,0.50 0.33,0.45 0.41,0.44 0.33,0.60 0.34,0.65 0.43,0.65 0.35,0.51 0.54,0.49 0.70,0.46 0.85,0.58 0.55,0.59 0.72,0.60 0.85,0.54 0.25,0.56 0.25,0.53 0.26,0.58 0.25
0.55 0.26,0.55 0.33,0.50 0.33,0.45 0.41,0.44 0.33,0.60 0.34,0.64 0.43,0.65 0.35,0.51 0.54,0.49 0.70,0.46 0.85,0.58 0.55,0.59 0.72,0.59 0.85,0.54 0.24,0.56 0.24,0.53 0.26,0.58 0.25
0.55 0.26,0.55 0.33,0.50 0.33,0.45 0.41,0.44 0.33,0.60 0.34,0.65 0.43,0.65 0.35,0.51 0.55,0.49 0.70,0.46 0.85,0.58 0.55,0.59 0.72,0.59 0.85,0.54 0.25,0.56 0.25,0.53 0.26,0.58 0.25
0.55 0.26,0.55 0.33,0.50 0.33,0.44 0.39,0.43 0.29,0.60 0.33,0.66 0.40,0.66 0.30,0.51 0.54,0.49 0.70,0.46 0.85,0.57 0.55,0.59 0.72,0.60 0.85,0.54 0.25,0.56 0.25,0.53 0.26,0.58 0.26
0.55 0.26,0.55 0.32,0.50 0.32,0.43 0.30,0.44 0.22,0.60 0.33,0.67 0.32,0.67 0.23,0.51 0.54,0.50 0.69,0.46 0.85,0.57 0.55,0.59 0.72,0.60 0.85,0.54 0.25,0.56 0.24,0.52 0.25,0.57 0.25
0.55 0.26,0.55 0.32,0.50 0.32,0.44 0.24,0.44 0.14,0.60 0.32,0.66 0.27,0.66 0.17,0.51 0.54,0.50 0.70,0.46 0.85,0.57 0.54,0.59 0.72,0.59 0.84,0.54 0.25,0.56 0.24,0.53 0.26,0.57 0.25
0.55 0.26,0.55 0.31,0.51 0.31,0.47 0.23,0.46 0.12,0.59 0.31,0.65 0.24,0.66 0.15,0.51 0.54,0.49 0.70,0.46 0.85,0.58 0.54,0.59 0.72,0.59 0.84,0.54 0.25,0.56 0.24,0.53 0.25,0.57 0.24
0.55 0.26,0.55 0.32,0.51 0.32,0.48 0.23,0.46 0.13,0.59 0.32,0.64 0.24,0.66 0.15,0.51 0.54,0.49 0.70,0.46 0.85,0.58 0.54,0.59 0.72,0.60 0.85,0.54 0.25,0.56 0.24,0.52 0.26,0.57 0.25
0.55 0.26,0.55 0.32,0.51 0.31,0.45 0.24,0.46 0.14,0.59 0.32,0.65 0.26,0.66 0.16,0.51 0.54,0.49 0.70,0.46 0.85,0.58 0.54,0.59 0.72,0.59 0.84,0.54 0.25,0.56 0.25,0.53 0.25,0.57 0.25
0.55 0.26,0.55 0.33,0.50 0.33,0.43 0.32,0.44 0.23,0.60 0.33,0.67 0.34,0.66 0.25,0.51 0.54,0.50 0.70,0.46 0.85,0.58 0.54,0.59 0.72,0.59 0.85,0.54 0.25,0.56 0.25,0.53 0.26,0.57 0.25
0.55 0.26,0.56 0.33,0.50 0.33,0.44 0.38,0.44 0.29,0.60 0.33,0.66 0.39,0.66 0.30,0.51 0.54,0.49 0.70,0.46 0.85,0.58 0.55,0.59 0.72,0.59 0.85,0.54 0.25,0.56 0.25,0.53 0.26,0.58 0.26
0.55 0.26,0.55 0.33,0.50 0.33,0.44 0.40,0.44 0.31,0.60 0.34,0.65 0.42,0.66 0.33,0.51 0.54,0.49 0.70,0.46 0.85,0.58 0.55,0.59 0.72,0.60 0.85,0.54 0.24,0.56 0.24,0.53 0.25,0.58 0.25
0.55 0.26,0.55 0.33,0.50 0.33,0.45 0.41,0.44 0.32,0.60 0.33,0.65 0.42,0.65 0.33,0.51 0.54,0.49 0.70,0.46 0.85,0.58 0.55,0.59 0.72,0.59 0.84,0.54 0.24,0.56 0.24,0.53 0.25,0.58 0.24
0.55 0.26,0.55 0.33,0.50 0.33,0.45 0.41,0.44 0.33,0.60 0.34,0.65 0.43,0.65 0.34,0.51 0.54,0.49 0.70,0.46 0.84,0.58 0.55,0.59 0.72,0.60 0.85,0.54 0.24,0.56 0.24,0.52 0.25,0.58 0.25
0.55 0.26,0.55 0.33,0.50 0.33,0.44 0.40,0.44 0.31,0.60 0.33,0.65 0.41,0.66 0.33,0.51 0.54,0.49 0.70,0.46 0.85,0.58 0.55,0.59 0.72,0.59 0.85,0.54 0.24,0.56 0.24,0.53 0.25,0.58 0.25
0.56 0.26,0.55 0.32,0.50 0.32,0.43 0.30,0.44 0.21,0.60 0.33,0.67 0.32,0.67 0.23,0.51 0.54,0.50 0.70,0.46 0.85,0.57 0.55,0.59 0.72,0.59 0.85,0.54 0.24,0.56 0.24,0.53 0.25,0.58 0.25
0.56 0.26,0.55 0.32,0.51 0.32,0.44 0.24,0.46 0.14,0.60 0.32,0.67 0.27,0.66 0.17,0.51 0.54,0.49 0.70,0.46 0.85,0.57 0.54,0.59 0.72,0.60 0.85,0.54 0.24,0.56 0.24,0.53 0.25,0.57 0.24
0.56 0.26,0.55 0.32,0.51 0.31,0.47 0.23,0.47 0.12,0.60 0.32,0.65 0.24,0.66 0.15,0.51 0.54,0.49 0.70,0.46 0.85,0.57 0.54,0.59 0.72,0.60 0.85,0.54 0.24,0.56 0.24,0.53 0.24,0.57 0.24
0.56 0.26,0.55 0.32,0.51 0.32,0.48 0.22,0.47 0.12,0.59 0.31,0.64 0.25,0.66 0.15,0.51 0.54,0.50 0.70,0.46 0.85,0.58 0.54,0.59 0.72,0.60 0.84,0.54 0.24,0.56 0.24,0.53 0.25,0.57 0.24
0.55 0.26,0.55 0.32,0.51 0.31,0.48 0.22,0.47 0.12,0.60 0.31,0.65 0.24,0.66 0.14,0.51 0.54,0.50 0.69,0.46 0.85,0.58 0.53,0.59 0.72,0.60 0.85,0.54 0.24,0.56 0.24,0.53 0.25,0.57 0.25
0.55 0.26,0.55 0.33,0.50 0.32,0.44 0.27,0.45 0.17,0.60 0.33,0.67 0.29,0.66 0.20,0.51 0.54,0.49 0.70,0.46 0.85,0.58 0.54,0.59 0.72,0.60 0.85,0.54 0.25,0.56 0.24,0.53 0.26,0.58 0.25
0.55 0.26,0.56 0.33,0.50 0.32,0.43 0.35,0.44 0.26,0.60 0.33,0.67 0.36,0.66 0.27,0.51 0.54,0.50 0.70,0.46 0.85,0.58 0.55,0.59 0.72,0.59 0.84,0.54 0.25,0.56 0.25,0.53 0.26,0.58 0.26
0.55 0.26,0.55 0.33,0.50 0.33,0.44 0.39,0.44 0.29,0.60 0.33,0.66 0.40,0.66 0.31,0.51 0.54,0.49 0.70,0.46 0.85,0.58 0.55,0.59 0.72,0.59 0.85,0.54 0.24,0.56 0.24,0.53 0.25,0.58 0.25
0.56 0.26,0.55 0.33,0.50 0.33,0.45 0.40,0.44 0.32,0.60 0.34,0.65 0.42,0.65 0.33,0.51 0.54,0.49 0.70,0.46 0.85,0.58 0.55,0.59 0.72,0.59 0.84,0.54 0.25,0.56 0.25,0.53 0.26,0.58 0.26
0.55 0.26,0.55 0.33,0.50 0.33,0.45 0.40,0.44 0.32,0.60 0.34,0.65 0.42,0.65 0.34,0.51 0.54,0.49 0.70,0.46 0.85,0.58 0.55,0.59 0.72,0.60 0.85,0.54 0.25,0.56 0.25,0.53 0.26,0.58 0.26
0.55 0.26,0.55 0.33,0.50 0.33,0.45 0.40,0.44 0.32,0.60 0.34,0.65 0.43,0.65 0.33,0.51 0.54,0.49 0.70,0.46 0.85,0.58 0.55,0.59 0.72,0.60 0.85,0.54 0.24,0.56 0.25,0.53 0.25,0.58 0.26
0.55 0.26,0.55 0.33,0.50 0.32,0.44 0.37,0.43 0.28,0.60 0.33,0.66 0.38,0.67 0.29,0.51 0.54,0.50 0.69,0.46 0.85,0.57 0.54,0.59 0.72,0.59 0.85,0.54 0.25,0.56 0.25,0.53 0.26,0.58 0.26
0.55 0.26,0.55 0.33,0.50 0.32,0.43 0.28,0.44 0.19,0.59 0.33,0.67 0.30,0.67 0.21,0.51 0.54,0.50 0.69,0.46 0.85,0.57 0.54,0.59 0.72,0.60 0.85,0.54 0.25,0.56 0.24,0.52 0.26,0.57 0.25
0.55 0.26,0.55 0.32,0.51 0.32,0.45 0.24,0.45 0.14,0.60 0.32,0.66 0.26,0.67 0.16,0.51 0.54,0.50 0.69,0.46 0.85,0.57 0.54,0.59 0.72,0.59 0.84,0.54 0.25,0.56 0.25,0.53 0.25,0.57 0.25
0.55 0.26,0.55 0.32,0.51 0.31,0.47 0.23,0.46 0.12,0.60 0.32,0.65 0.24,0.67 0.16,0.51 0.54,0.49 0.70,0.46 0.85,0.57 0.54,0.59 0.72,0.60 0.84,0.54 0.25,0.56 0.24,0.53 0.25,0.57 0.25
0.55 0.26,0.55 0.32,0.51 0.31,0.48 0.23,0.46 0.12,0.59 0.32,0.65 0.24,0.67 0.15,0.51 0.54,0.49 0.70,0.46 0.85,0.58 0.54,0.59 0.72,0.59 0.84,0.54 0.25,0.56 0.25,0.53 0.25,0.57 0.25
0.55 0.26,0.55 0.32,0.51 0.32,0.44 0.25,0.45 0.15,0.60 0.33,0.66 0.28,0.67 0.18,0.51 0.54,0.49 0.70,0.46 0.85,0.57 0.54,0.59 0.72,0.59 0.85,0.54 0.25,0.56 0.25,0.53 0.26,0.57 0.25
0.55 0.26,0.56 0.33,0.50 0.32,0.43 0.33,0.44 0.24,0.60 0.33,0.67 0.34,0.66 0.26,0.51 0.54,0.50 0.70,0.46 0.85,0.58 0.54,0.59 0.72,0.59 0.85,0.54 0.24,0.56 0.24,0.53 0.25,0.58 0.25
0.55 0.26,0.56 0.33,0.50 0.33,0.44 0.38,0.44 0.29,0.60 0.33,0.66 0.39,0.66 0.30,0.51 0.54,0.49 0.70,0.46 0.85,0.57 0.55,0.59 0.72,0.59 0.84,0.54 0.24,0.56 0.24,0.53 0.25,0.58 0.25
0.55 0.26,0.55 0.33,0.50 0.33,0.45 0.41,0.44 0.32,0.60 0.34,0.66 0.41,0.66 0.33,0.51 0.54,0.50 0.69,0.46 0.85,0.58 0.54,0.59 0.72,0.59 0.85,0.54 0.24,0.56 0.24,0.53 0.25,0.58 0.25
0.55 0.26,0.55 0.33,0.50 0.33,0.45 0.41,0.44 0.33,0.60 0.34,0.65 0.42,0.65 0.33,0.51 0.54,0.49 0.70,0.46 0.85,0.58 0.55,0.59 0.72,0.60 0.85,0.54 0.25,0.56 0.25,0.53 0.25,0.58 0.25
0.55 0.26,0.55 0.33,0.50 0.33,0.45 0.41,0.44 0.33,0.60 0.34,0.65 0.43,0.65 0.34,0.51 0.54,0.49 0.70,0.46 0.85,0.58 0.55,0.59 0.72,0.59 0.85,0.54 0.25,0.56 0.25,0.53 0.25,0.58 0.25
0.55 0.26,0.55 0.33,0.50 0.33,0.45 0.41,0.44 0.33,0.60 0.34,0.65 0.43,0.65 0.34,0.51 0.54,0.49 0.70,0.46 0.85,0.58 0.55,0.59 0.72,0.59 0.85,0.54 0.24,0.56 0.25,0.53 0.25,0.58 0.26
0.55 0.26,0.55 0.33,0.50 0.32,0.43 0.34,0.43 0.26,0.60 0.33,0.67 0.35,0.67 0.27,0.51 0.54,0.50 0.69,0.46 0.85,0.58 0.54,0.59 0.72,0.59 0.85,0.54 0.25,0.56 0.25,0.53 0.26,0.58 0.26
0.55 0.26,0.55 0.32,0.51 0.32,0.44 0.25,0.44 0.15,0.60 0.32,0.66 0.27,0.67 0.17,0.51 0.54,0.49 0.70,0.46 0.85,0.57 0.54,0.59 0.72,0.59 0.84,0.54 0.24,0.56 0.24,0.53 0.26,0.57 0.25
0.55 0.26,0.55 0.32,0.51 0.31,0.47 0.23,0.46 0.12,0.60 0.32,0.65 0.24,0.67 0.16,0.51 0.54,0.50 0.70,0.46 0.85,0.58 0.54,0.59 0.72,0.60 0.85,0.54 0.24,0.56 0.24,0.53 0.25,0.57 0.25
0.55 0.26,0.56 0.32,0.51 0.32,0.48 0.22,0.46 0.12,0.60 0.32,0.64 0.24,0.67 0.15,0.51 0.54,0.50 0.70,0.46 0.85,0.57 0.54,0.59 0.72,0.60 0.84,0.54 0.24,0.56 0.24,0.53 0.25,0.57 0.25
0.55 0.26,0.55 0.32,0.51 0.31,0.47 0.22,0.46 0.12,0.60 0.32,0.65 0.24,0.67 0.15,0.51 0.54,0.50 0.69,0.46 0.84,0.58 0.54,0.59 0.72,0.59 0.84,0.54 0.25,0.56 0.25,0.53 0.25,0.57 0.25
0.55 0.26,0.55 0.32,0.50 0.32,0.43 0.29,0.44 0.21,0.60 0.33,0.67 0.32,0.67 0.22,0.51 0.54,0.50 0.69,0.46 0.85,0.57 0.55,0.59 0.72,0.59 0.85,0.54 0.25,0.56 0.25,0.53 0.26,0.58 0.26
