Nose,Neck,RShoulder,RElbow,RWrist,LShoulder,LElbow,LWrist,RHip,RKnee,RAnkle,LHip,LKnee,LAnkle,REye,LEye,REar,LEar,Background
0.63 0.21,0.64 0.32,0.57 0.32,0.54 0.45,0.52 0.58,0.70 0.32,0.73 0.45,0.73 0.59,0.58 0.59,0.56 0.78,0.58 0.91,0.67 0.59,0.67 0.82,0.66 0.97,0.62 0.20,0.65 0.20,0.61 0.21,0.67 0.21
0.55 0.26,0.55 0.33,0.50 0.33,0.48 0.43,0.48 0.53,0.60 0.33,0.62 0.44,0.61 0.54,0.52 0.54,0.49 0.70,0.47 0.85,0.58 0.54,0.59 0.71,0.60 0.83,0.54 0.24,0.56 0.24,0.53 0.26,0.57 0.25
0.56 0.26,0.56 0.33,0.50 0.33,0.48 0.42,0.49 0.53,0.61 0.33,0.62 0.44,0.61 0.54,0.52 0.53,0.50 0.68,0.47 0.85,0.58 0.54,0.59 0.70,0.60 0.84,0.54 0.24,0.56 0.24,0.53 0.26,0.58 0.25
0.56 0.26,0.56 0.33,0.50 0.33,0.48 0.43,0.48 0.53,0.61 0.34,0.62 0.44,0.61 0.54,0.52 0.53,0.50 0.69,0.47 0.86,0.58 0.54,0.59 0.70,0.60 0.84,0.55 0.24,0.56 0.24,0.53 0.25,0.58 0.25
0.56 0.26,0.56 0.33,0.50 0.33,0.48 0.43,0.48 0.53,0.61 0.34,0.62 0.43,0.62 0.54,0.52 0.53,0.50 0.70,0.47 0.86,0.58 0.54,0.59 0.70,0.61 0.84,0.55 0.24,0.56 0.24,0.53 0.25,0.58 0.25
0.56 0.26,0.56 0.33,0.50 0.33,0.49 0.43,0.48 0.53,0.61 0.34,0.62 0.43,0.62 0.54,0.51 0.54,0.50 0.70,0.47 0.86,0.58 0.54,0.59 0.71,0.61 0.84,0.55 0.24,0.56 0.24,0.53 0.25,0.58 0.25
0.56 0.26,0.56 0.33,0.50 0.33,0.48 0.43,0.48 0.53,0.61 0.34,0.62 0.43,0.62 0.54,0.52 0.53,0.50 0.69,0.47 0.86,0.58 0.54,0.59 0.70,0.61 0.84,0.55 0.24,0.56 0.24,0.53 0.25,0.58 0.25
0.56 0.26,0.56 0.33,0.50 0.33,0.48 0.43,0.48 0.53,0.61 0.34,0.62 0.43,0.62 0.54,0.52 0.54,0.50 0.69,0.47 0.85,0.58 0.54,0.59 0.71,0.61 0.84,0.55 0.24,0.56 0.24,0.53 0.25,0.58 0.25
0.56 0.26,0.56 0.33,0.50 0.33,0.48 0.43,0.48 0.53,0.61 0.33,0.62 0.43,0.62 0.54,0.52 0.54,0.50 0.70,0.47 0.85,0.58 0.54,0.59 0.71,0.61 0.84,0.55 0.24,0.56 0.24,0.53 0.25,0.58 0.25
0.56 0.26,0.56 0.33,0.50 0.33,0.48 0.43,0.48 0.53,0.60 0.33,0.62 0.43,0.62 0.54,0.52 0.53,0.49 0.70,0.47 0.85,0.58 0.54,0.59 0.71,0.61 0.84,0.55 0.24,0.56 0.24,0.53 0.25,0.58 0.26
0.56 0.26,0.56 0.33,0.50 0.33,0.48 0.43,0.48 0.53,0.60 0.34,0.62 0.43,0.62 0.54,0.52 0.53,0.50 0.69,0.47 0.86,0.58 0.54,0.59 0.71,0.61 0.84,0.55 0.24,0.56 0.24,0.53 0.25,0.58 0.26
0.56 0.26,0.56 0.33,0.50 0.33,0.48 0.43,0.48 0.53,0.61 0.34,0.62 0.43,0.62 0.54,0.52 0.54,0.50 0.69,0.47 0.85,0.58 0.54,0.59 0.70,0.61 0.84,0.55 0.24,0.56 0.24,0.53 0.25,0.58 0.26
0.56 0.26,0.56 0.34,0.50 0.33,0.48 0.43,0.48 0.53,0.61 0.34,0.62 0.43,0.62 0.54,0.52 0.54,0.50 0.70,0.47 0.86,0.58 0.54,0.59 0.70,0.61 0.84,0.55 0.24,0.56 0.24,0.53 0.25,0.58 0.26
0.56 0.26,0.56 0.33,0.50 0.33,0.48 0.43,0.48 0.53,0.61 0.34,0.62 0.43,0.62 0.54,0.52 0.53,0.50 0.69,0.47 0.86,0.58 0.54,0.59 0.70,0.61 0.84,0.55 0.24,0.56 0.24,0.53 0.25,0.58 0.26
0.56 0.26,0.56 0.33,0.50 0.33,0.48 0.43,0.48 0.53,0.60 0.34,0.62 0.43,0.62 0.54,0.52 0.54,0.50 0.69,0.47 0.85,0.58 0.54,0.59 0.70,0.60 0.84,0.55 0.24,0.56 0.24,0.53 0.25,0.58 0.26
0.56 0.26,0.56 0.33,0.50 0.33,0.48 0.43,0.48 0.53,0.60 0.34,0.62 0.43,0.62 0.53,0.52 0.54,0.50 0.69,0.47 0.85,0.58 0.54,0.59 0.71,0.61 0.84,0.55 0.25,0.56 0.24,0.53 0.25,0.58 0.26
0.56 0.26,0.56 0.33,0.50 0.33,0.48 0.42,0.48 0.53,0.61 0.34,0.62 0.43,0.62 0.54,0.52 0.53,0.50 0.69,0.47 0.85,0.58 0.54,0.59 0.71,0.61 0.84,0.55 0.25,0.56 0.24,0.53 0.25,0.58 0.26
0.56 0.26,0.56 0.33,0.50 0.33,0.48 0.43,0.48 0.53,0.61 0.34,0.62 0.43,0.62 0.54,0.52 0.54,0.50 0.69,0.47 0.85,0.58 0.54,0.59 0.70,0.60 0.84,0.55 0.25,0.56 0.24,0.53 0.25,0.58 0.26
0.56 0.26,0.56 0.33,0.50 0.33,0.48 0.43,0.48 0.53,0.61 0.34,0.62 0.43,0.62 0.54,0.52 0.53,0.50 0.69,0.47 0.86,0.58 0.54,0.59 0.70,0.60 0.84,0.55 0.24,0.56 0.24,0.53 0.26,0.58 0.26
0.56 0.26,0.56 0.34,0.50 0.33,0.48 0.43,0.48 0.53,0.60 0.34,0.62 0.43,0.62 0.54,0.52 0.54,0.49 0.70,0.47 0.86,0.58 0.54,0.59 0.71,0.61 0.84,0.55 0.25,0.56 0.24,0.53 0.26,0.58 0.26
0.56 0.26,0.55 0.33,0.50 0.33,0.48 0.43,0.48 0.53,0.60 0.34,0.62 0.43,0.62 0.54,0.51 0.54,0.50 0.69,0.47 0.86,0.58 0.54,0.59 0.70,0.60 0.84,0.54 0.25,0.56 0.24,0.53 0.26,0.58 0.26
0.56 0.26,0.56 0.33,0.50 0.33,0.48 0.43,0.48 0.53,0.61 0.34,0.62 0.43,0.62 0.54,0.52 0.54,0.50 0.69,0.47 0.86,0.58 0.54,0.59 0.70,0.61 0.84,0.54 0.24,0.56 0.24,0.53 0.26,0.58 0.26
0.56 0.26,0.56 0.33,0.50 0.33,0.48 0.42,0.48 0.53,0.61 0.34,0.62 0.43,0.62 0.54,0.51 0.54,0.50 0.69,0.47 0.85,0.58 0.54,0.59 0.71,0.60 0.84,0.55 0.25,0.56 0.24,0.53 0.26,0.58 0.26
0.56 0.26,0.56 0.33,0.50 0.33,0.48 0.43,0.48 0.53,0.60 0.34,0.62 0.43,0.62 0.54,0.52 0.53,0.50 0.68,0.47 0.85,0.58 0.54,0.59 0.71,0.61 0.84,0.55 0.25,0.56 0.24,0.53 0.26,0.58 0.26
0.56 0.26,0.56 0.33,0.50 0.33,0.48 0.43,0.48 0.53,0.60 0.34,0.62 0.43,0.62 0.54,0.52 0.54,0.50 0.68,0.47 0.85,0.58 0.54,0.59 0.70,0.61 0.84,0.55 0.25,0.56 0.24,0.53 0.26,0.58 0.26
0.56 0.26,0.56 0.33,0.50 0.33,0.48 0.43,0.48 0.53,0.60 0.34,0.62 0.43,0.62 0.54,0.51 0.53,0.50 0.68,0.47 0.85,0.58 0.54,0.59 0.70,0.60 0.84,0.55 0.25,0.56 0.24,0.53 0.26,0.58 0.26
0.56 0.26,0.55 0.33,0.50 0.33,0.48 0.43,0.48 0.53,0.60 0.34,0.62 0.43,0.62 0.54,0.51 0.54,0.50 0.68,0.47 0.85,0.58 0.54,0.59 0.70,0.60 0.84,0.55 0.25,0.56 0.24,0.53 0.26,0.58 0.26
0.56 0.26,0.55 0.34,0.50 0.33,0.48 0.43,0.48 0.53,0.60 0.34,0.62 0.43,0.62 0.54,0.51 0.54,0.50 0.69,0.47 0.86,0.58 0.54,0.59 0.70,0.60 0.84,0.55 0.25,0.56 0.25,0.53 0.26,0.58 0.26
0.56 0.26,0.56 0.33,0.50 0.33,0.48 0.43,0.48 0.53,0.61 0.34,0.62 0.43,0.62 0.54,0.51 0.54,0.50 0.69,0.47 0.85,0.58 0.54,0.59 0.70,0.61 0.84,0.55 0.25,0.56 0.24,0.53 0.26,0.58 0.26
0.56 0.26,0.56 0.33,0.50 0.33,0.48 0.43,0.48 0.53,0.61 0.34,0.62 0.43,0.62 0.54,0.51 0.53,0.50 0.69,0.47 0.86,0.58 0.54,0.59 0.70,0.61 0.84,0.55 0.25,0.56 0.25,0.53 0.26,0.58 0.26
0.56 0.26,0.56 0.33,0.50 0.33,0.48 0.42,0.48 0.53,0.61 0.34,0.62 0.43,0.62 0.53,0.52 0.54,0.50 0.69,0.47 0.85,0.58 0.54,0.59 0.70,0.60 0.84,0.55 0.25,0.56 0.25,0.53 0.26,0.58 0.26
0.56 0.26,0.56 0.33,0.50 0.33,0.48 0.43,0.48 0.53,0.60 0.34,0.62 0.43,0.62 0.54,0.51 0.53,0.50 0.69,0.47 0.86,0.58 0.54,0.59 0.70,0.60 0.84,0.55 0.25,0.56 0.25,0.53 0.26,0.58 0.26
0.56 0.26,0.56 0.34,0.50 0.33,0.48 0.43,0.48 0.53,0.61 0.34,0.62 0.43,0.62 0.54,0.52 0.54,0.50 0.69,0.47 0.86,0.58 0.54,0.59 0.70,0.61 0.84,0.55 0.25,0.56 0.25,0.53 0.26,0.58 0.26
0.56 0.26,0.55 0.33,0.50 0.33,0.48 0.43,0.48 0.53,0.60 0.34,0.62 0.43,0.62 0.54,0.51 0.54,0.50 0.68,0.47 0.86,0.58 0.54,0.59 0.70,0.60 0.83,0.54 0.25,0.56 0.24,0.53 0.26,0.58 0.26
0.56 0.26,0.55 0.34,0.50 0.33,0.48 0.43,0.48 0.53,0.60 0.34,0.62 0.43,0.62 0.54,0.51 0.54,0.50 0.68,0.47 0.85,0.58 0.54,0.59 0.70,0.61 0.83,0.54 0.25,0.56 0.24,0.53 0.26,0.58 0.26
0.56 0.26,0.56 0.34,0.50 0.33,0.48 0.43,0.48 0.53,0.60 0.34,0.62 0.43,0.62 0.54,0.51 0.53,0.50 0.69,0.47 0.85,0.58 0.54,0.60 0.69,0.61 0.82,0.55 0.25,0.56 0.25,0.53 0.26,0.58 0.26
0.56 0.26,0.56 0.33,0.50 0.33,0.48 0.43,0.48 0.53,0.60 0.34,0.62 0.43,0.62 0.54,0.51 0.53,0.50 0.68,0.47 0.84,0.58 0.54,0.60 0.68,0.61 0.82,0.55 0.25,0.56 0.25,0.53 0.26,0.58 0.26
0.56 0.26,0.56 0.33,0.50 0.33,0.49 0.43,0.48 0.53,0.61 0.34,0.62 0.43,0.62 0.54,0.51 0.53,0.50 0.68,0.47 0.84,0.58 0.54,0.60 0.69,0.61 0.82,0.55 0.25,0.56 0.24,0.53 0.26,0.58 0.26
0.56 0.26,0.56 0.33,0.50 0.33,0.49 0.43,0.48 0.53,0.60 0.34,0.62 0.43,0.62 0.54,0.52 0.53,0.50 0.67,0.46 0.87,0.58 0.54,0.60 0.69,0.61 0.83,0.55 0.25,0.56 0.25,0.53 0.26,0.58 0.26
0.56 0.26,0.55 0.33,0.50 0.33,0.48 0.43,0.48 0.53,0.60 0.34,0.62 0.43,0.62 0.54,0.52 0.53,0.50 0.69,0.47 0.84,0.58 0.54,0.60 0.70,0.60 0.83,0.55 0.25,0.56 0.25,0.53 0.26,0.58 0.26
0.56 0.26,0.56 0.33,0.50 0.33,0.49 0.43,0.48 0.53,0.61 0.34,0.62 0.43,0.62 0.54,0.52 0.53,0.50 0.68,0.47 0.84,0.58 0.54,0.60 0.70,0.61 0.84,0.55 0.24,0.56 0.24,0.53 0.26,0.58 0.26
0.56 0.26,0.56 0.34,0.50 0.33,0.49 0.43,0.49 0.53,0.61 0.34,0.62 0.43,0.62 0.54,0.52 0.53,0.50 0.68,0.47 0.85,0.58 0.54,0.60 0.70,0.61 0.83,0.55 0.24,0.57 0.24,0.53 0.25,0.58 0.25
0.56 0.26,0.56 0.33,0.51 0.33,0.49 0.43,0.49 0.53,0.61 0.34,0.62 0.43,0.63 0.54,0.52 0.53,0.50 0.68,0.47 0.84,0.59 0.54,0.59 0.69,0.60 0.83,0.55 0.24,0.57 0.24,0.54 0.25,0.58 0.25
0.56 0.26,0.57 0.33,0.52 0.33,0.50 0.43,0.50 0.53,0.62 0.34,0.63 0.43,0.63 0.54,0.53 0.53,0.51 0.68,0.48 0.82,0.59 0.54,0.60 0.70,0.60 0.83,0.56 0.24,0.58 0.24,0.54 0.25,0.59 0.25
0.57 0.26,0.57 0.33,0.52 0.33,0.51 0.43,0.50 0.53,0.62 0.34,0.64 0.43,0.64 0.54,0.54 0.54,0.53 0.67,0.48 0.82,0.60 0.54,0.60 0.68,0.60 0.83,0.56 0.24,0.59 0.24,0.55 0.25,0.60 0.25
0.57 0.26,0.57 0.33,0.52 0.33,0.50 0.43,0.50 0.53,0.62 0.34,0.64 0.43,0.64 0.54,0.53 0.53,0.52 0.67,0.49 0.82,0.60 0.54,0.59 0.67,0.59 0.84,0.56 0.24,0.58 0.24,0.55 0.25,0.60 0.25
0.57 0.26,0.57 0.33,0.52 0.33,0.50 0.43,0.49 0.52,0.62 0.34,0.63 0.43,0.63 0.54,0.53 0.54,0.51 0.68,0.48 0.82,0.59 0.54,0.59 0.70,0.59 0.83,0.56 0.24,0.58 0.24,0.55 0.25,0.59 0.25
0.56 0.26,0.56 0.33,0.51 0.33,0.49 0.43,0.49 0.53,0.61 0.34,0.63 0.44,0.63 0.54,0.52 0.53,0.50 0.68,0.47 0.85,0.58 0.54,0.59 0.70,0.61 0.84,0.56 0.24,0.57 0.24,0.54 0.25,0.59 0.26
0.56 0.26,0.56 0.33,0.50 0.33,0.49 0.42,0.48 0.53,0.61 0.34,0.62 0.44,0.62 0.54,0.51 0.54,0.50 0.69,0.47 0.84,0.58 0.54,0.59 0.71,0.61 0.84,0.55 0.25,0.57 0.24,0.53 0.26,0.58 0.26
0.56 0.26,0.56 0.34,0.50 0.34,0.49 0.44,0.49 0.53,0.61 0.34,0.62 0.44,0.62 0.54,0.52 0.54,0.50 0.69,0.47 0.84,0.58 0.54,0.59 0.70,0.60 0.83,0.55 0.25,0.56 0.25,0.53 0.26,0.58 0.26
0.56 0.26,0.56 0.34,0.50 0.34,0.49 0.43,0.48 0.53,0.61 0.34,0.62 0.43,0.62 0.54,0.52 0.53,0.50 0.70,0.47 0.85,0.58 0.54,0.60 0.71,0.61 0.84,0.55 0.25,0.56 0.25,0.53 0.26,0.58 0.26
0.56 0.26,0.56 0.34,0.50 0.34,0.49 0.43,0.49 0.53,0.61 0.34,0.62 0.43,0.62 0.54,0.52 0.53,0.50 0.67,0.48 0.84,0.58 0.54,0.59 0.69,0.60 0.83,0.55 0.25,0.56 0.25,0.53 0.26,0.58 0.26
0.56 0.26,0.56 0.34,0.50 0.33,0.49 0.43,0.48 0.53,0.61 0.34,0.62 0.43,0.62 0.54,0.52 0.53,0.50 0.68,0.47 0.84,0.58 0.54,0.60 0.70,0.61 0.84,0.55 0.25,0.56 0.25,0.53 0.26,0.58 0.26
0.56 0.26,0.56 0.34,0.50 0.33,0.49 0.43,0.48 0.53,0.61 0.34,0.62 0.43,0.62 0.54,0.52 0.54,0.50 0.68,0.47 0.84,0.58 0.54,0.60 0.70,0.61 0.84,0.55 0.25,0.57 0.25,0.53 0.26,0.58 0.26
0.56 0.26,0.56 0.34,0.50 0.33,0.49 0.43,0.48 0.53,0.61 0.34,0.62 0.43,0.62 0.54,0.52 0.53,0.50 0.68,0.47 0.84,0.58 0.54,0.59 0.70,0.60 0.83,0.55 0.25,0.56 0.25,0.53 0.26,0.58 0.26
0.56 0.26,0.56 0.34,0.50 0.34,0.49 0.43,0.48 0.53,0.61 0.34,0.62 0.43,0.62 0.54,0.52 0.54,0.50 0.68,0.47 0.85,0.58 0.54,0.60 0.70,0.61 0.84,0.55 0.25,0.56 0.25,0.53 0.26,0.58 0.26
0.56 0.26,0.56 0.34,0.50 0.34,0.49 0.43,0.48 0.53,0.61 0.34,0.62 0.43,0.62 0.54,0.52 0.54,0.50 0.68,0.47 0.84,0.58 0.54,0.60 0.71,0.61 0.84,0.55 0.25,0.56 0.25,0.53 0.26,0.58 0.26
0.56 0.26,0.56 0.34,0.50 0.34,0.49 0.43,0.48 0.53,0.61 0.34,0.62 0.43,0.62 0.54,0.52 0.54,0.50 0.68,0.48 0.84,0.58 0.54,0.60 0.70,0.61 0.84,0.55 0.25,0.56 0.25,0.53 0.26,0.58 0.26
0.56 0.26,0.56 0.34,0.50 0.33,0.49 0.43,0.48 0.53,0.61 0.34,0.62 0.43,0.62 0.54,0.52 0.54,0.50 0.68,0.47 0.84,0.58 0.54,0.60 0.70,0.60 0.83,0.55 0.25,0.56 0.25,0.53 0.26,0.58 0.26
0.56 0.26,0.56 0.34,0.50 0.33,0.49 0.43,0.48 0.53,0.61 0.34,0.62 0.43,0.62 0.54,0.51 0.53,0.50 0.68,0.47 0.84,0.58 0.54,0.60 0.70,0.61 0.84,0.55 0.25,0.56 0.25,0.53 0.26,0.58 0.26
0.56 0.26,0.56 0.34,0.50 0.33,0.49 0.43,0.48 0.53,0.61 0.34,0.62 0.43,0.62 0.54,0.52 0.53,0.50 0.68,0.47 0.84,0.58 0.54,0.60 0.70,0.60 0.83,0.55 0.25,0.56 0.25,0.53 0.26,0.58 0.26
0.56 0.26,0.56 0.34,0.50 0.33,0.49 0.43,0.48 0.53,0.61 0.34,0.62 0.43,0.62 0.54,0.52 0.54,0.50 0.68,0.47 0.84,0.58 0.54,0.60 0.71,0.61 0.84,0.55 0.25,0.56 0.25,0.53 0.26,0.58 0.26
0.56 0.26,0.56 0.34,0.50 0.34,0.49 0.43,0.48 0.53,0.61 0.34,0.62 0.43,0.62 0.54,0.52 0.54,0.50 0.68,0.47 0.84,0.58 0.54,0.60 0.71,0.61 0.84,0.55 0.25,0.56 0.25,0.53 0.26,0.58 0.26
0.56 0.26,0.56 0.34,0.50 0.34,0.49 0.43,0.48 0.53,0.61 0.34,0.62 0.44,0.62 0.54,0.52 0.54,0.50 0.69,0.47 0.84,0.58 0.54,0.60 0.70,0.61 0.84,0.55 0.25,0.56 0.25,0.53 0.26,0.58 0.26
0.56 0.26,0.56 0.34,0.50 0.34,0.49 0.44,0.48 0.54,0.61 0.34,0.62 0.44,0.62 0.54,0.52 0.54,0.50 0.70,0.47 0.84,0.58 0.54,0.60 0.71,0.60 0.84,0.55 0.25,0.56 0.25,0.53 0.26,0.58 0.26
0.56 0.26,0.56 0.34,0.50 0.33,0.49 0.43,0.48 0.53,0.61 0.34,0.62 0.44,0.62 0.54,0.52 0.54,0.50 0.68,0.47 0.84,0.58 0.54,0.60 0.70,0.61 0.84,0.55 0.25,0.56 0.25,0.53 0.26,0.58 0.26
0.56 0.26,0.56 0.34,0.50 0.33,0.49 0.43,0.48 0.53,0.61 0.34,0.62 0.43,0.62 0.54,0.52 0.53,0.50 0.68,0.47 0.86,0.58 0.54,0.60 0.71,0.60 0.84,0.55 0.25,0.56 0.25,0.53 0.26,0.58 0.26
0.56 0.26,0.56 0.34,0.50 0.33,0.49 0.43,0.48 0.53,0.61 0.34,0.62 0.43,0.62 0.54,0.51 0.53,0.50 0.68,0.47 0.85,0.58 0.54,0.60 0.70,0.61 0.84,0.55 0.25,0.56 0.25,0.53 0.26,0.58 0.26
0.56 0.26,0.56 0.34,0.50 0.33,0.49 0.43,0.48 0.53,0.61 0.34,0.62 0.43,0.62 0.54,0.51 0.53,0.50 0.69,0.47 0.85,0.58 0.54,0.60 0.70,0.61 0.84,0.55 0.25,0.56 0.25,0.53 0.26,0.58 0.26
0.56 0.26,0.56 0.34,0.50 0.33,0.49 0.43,0.48 0.53,0.61 0.34,0.62 0.43,0.62 0.54,0.51 0.53,0.50 0.68,0.47 0.84,0.58 0.54,0.60 0.71,0.61 0.84,0.55 0.25,0.56 0.25,0.53 0.26,0.58 0.26
0.56 0.26,0.56 0.34,0.50 0.34,0.49 0.43,0.48 0.53,0.61 0.34,0.62 0.44,0.62 0.54,0.52 0.54,0.50 0.69,0.47 0.85,0.58 0.54,0.60 0.71,0.60 0.83,0.55 0.25,0.56 0.25,0.53 0.26,0.58 0.26
0.56 0.26,0.56 0.34,0.50 0.34,0.49 0.44,0.48 0.54,0.61 0.34,0.62 0.43,0.62 0.54,0.52 0.54,0.50 0.69,0.47 0.85,0.58 0.54,0.60 0.70,0.61 0.84,0.55 0.25,0.56 0.25,0.53 0.26,0.58 0.26
0.56 0.26,0.56 0.34,0.50 0.34,0.49 0.43,0.48 0.53,0.61 0.34,0.62 0.43,0.62 0.54,0.52 0.53,0.50 0.69,0.47 0.84,0.58 0.54,0.60 0.70,0.60 0.84,0.55 0.25,0.56 0.25,0.53 0.26,0.58 0.26
0.56 0.26,0.56 0.34,0.50 0.33,0.49 0.43,0.48 0.53,0.60 0.34,0.62 0.43,0.62 0.54,0.51 0.53,0.50 0.68,0.47 0.84,0.58 0.54,0.60 0.70,0.60 0.84,0.55 0.25,0.56 0.25,0.53 0.26,0.58 0.26
0.56 0.26,0.56 0.34,0.50 0.33,0.49 0.43,0.48 0.53,0.61 0.34,0.62 0.43,0.62 0.54,0.52 0.53,0.50 0.69,0.47 0.85,0.58 0.54,0.60 0.71,0.61 0.84,0.55 0.25,0.56 0.25,0.53 0.26,0.58 0.26
0.56 0.26,0.56 0.34,0.50 0.33,0.49 0.43,0.48 0.53,0.61 0.34,0.62 0.43,0.62 0.54,0.51 0.53,0.50 0.68,0.47 0.85,0.58 0.54,0.60 0.70,0.61 0.84,0.55 0.25,0.56 0.25,0.53 0.26,0.58 0.26
0.56 0.26,0.56 0.34,0.50 0.33,0.49 0.43,0.48 0.53,0.61 0.34,0.62 0.43,0.62 0.54,0.51 0.53,0.50 0.69,0.47 0.85,0.58 0.54,0.60 0.70,0.61 0.84,0.55 0.25,0.56 0.25,0.53 0.26,0.58 0.26
0.56 0.26,0.56 0.34,0.50 0.34,0.49 0.43,0.48 0.53,0.61 0.34,0.62 0.44,0.62 0.54,0.51 0.54,0.50 0.69,0.47 0.84,0.58 0.54,0.59 0.70,0.61 0.84,0.55 0.25,0.56 0.25,0.53 0.26,0.58 0.26
0.56 0.26,0.56 0.34,0.50 0.34,0.49 0.43,0.48 0.53,0.61 0.34,0.62 0.44,0.62 0.54,0.52 0.54,0.50 0.68,0.47 0.84,0.58 0.54,0.60 0.70,0.60 0.83,0.55 0.25,0.56 0.25,0.53 0.26,0.58 0.26
0.56 0.26,0.56 0.34,0.50 0.34,0.49 0.43,0.48 0.53,0.61 0.34,0.62 0.43,0.62 0.54,0.52 0.54,0.50 0.69,0.47 0.84,0.58 0.54,0.60 0.71,0.60 0.83,0.55 0.25,0.56 0.25,0.53 0.26,0.58 0.26
0.56 0.26,0.56 0.34,0.50 0.33,0.49 0.43,0.48 0.53,0.61 0.34,0.62 0.43,0.62 0.54,0.51 0.53,0.50 0.70,0.47 0.85,0.58 0.54,0.59 0.70,0.60 0.84,0.55 0.25,0.56 0.25,0.53 0.26,0.58 0.26
0.56 0.26,0.56 0.34,0.50 0.33,0.49 0.43,0.48 0.53,0.60 0.34,0.62 0.43,0.62 0.54,0.51 0.53,0.50 0.68,0.47 0.85,0.58 0.54,0.59 0.70,0.60 0.83,0.55 0.25,0.56 0.25,0.53 0.26,0.58 0.26
0.56 0.26,0.56 0.34,0.50 0.33,0.49 0.43,0.48 0.53,0.61 0.34,0.62 0.43,0.62 0.54,0.52 0.53,0.50 0.69,0.47 0.85,0.58 0.54,0.60 0.70,0.60 0.83,0.55 0.25,0.56 0.25,0.53 0.26,0.58 0.26
0.56 0.26,0.56 0.34,0.50 0.33,0.49 0.43,0.48 0.53,0.61 0.34,0.62 0.43,0.62 0.54,0.52 0.54,0.50 0.69,0.47 0.85,0.58 0.54,0.59 0.70,0.60 0.83,0.55 0.25,0.56 0.25,0.53 0.26,0.58 0.26
0.56 0.26,0.56 0.34,0.50 0.34,0.49 0.43,0.48 0.53,0.61 0.34,0.62 0.44,0.62 0.54,0.52 0.54,0.50 0.69,0.47 0.84,0.58 0.54,0.59 0.70,0.60 0.83,0.55 0.25,0.56 0.25,0.53 0.26,0.58 0.26
0.56 0.26,0.56 0.34,0.50 0.34,0.49 0.44,0.48 0.53,0.61 0.34,0.62 0.44,0.62 0.54,0.52 0.54,0.50 0.69,0.47 0.84,0.58 0.54,0.59 0.70,0.60 0.84,0.55 0.25,0.56 0.25,0.53 0.26,0.58 0.26
0.56 0.26,0.56 0.34,0.50 0.34,0.49 0.43,0.48 0.53,0.61 0.34,0.62 0.44,0.62 0.54,0.52 0.54,0.50 0.70,0.47 0.84,0.58 0.54,0.59 0.70,0.60 0.83,0.54 0.25,0.56 0.25,0.53 0.26,0.58 0.26
0.56 0.26,0.56 0.34,0.50 0.33,0.49 0.43,0.48 0.53,0.61 0.34,0.62 0.43,0.62 0.54,0.52 0.54,0.50 0.70,0.47 0.85,0.58 0.54,0.60 0.70,0.60 0.83,0.55 0.25,0.56 0.25,0.53 0.26,0.58 0.26
0.56 0.26,0.56 0.34,0.50 0.33,0.49 0.43,0.48 0.53,0.61 0.34,0.62 0.43,0.62 0.54,0.52 0.54,0.50 0.68,0.47 0.85,0.58 0.54,0.60 0.70,0.60 0.83,0.55 0.25,0.56 0.25,0.53 0.26,0.58 0.26
0.56 0.26,0.56 0.34,0.50 0.33,0.49 0.43,0.48 0.53,0.61 0.34,0.62 0.43,0.62 0.54,0.52 0.53,0.50 0.68,0.47 0.85,0.58 0.54,0.60 0.70,0.61 0.83,0.55 0.25,0.56 0.25,0.53 0.26,0.58 0.26
0.56 0.26,0.56 0.34,0.50 0.33,0.49 0.43,0.48 0.53,0.61 0.34,0.62 0.44,0.62 0.54,0.52 0.54,0.50 0.68,0.47 0.85,0.58 0.54,0.59 0.70,0.60 0.84,0.55 0.26,0.56 0.25,0.53 0.26,0.58 0.26
0.56 0.26,0.56 0.34,0.50 0.33,0.49 0.43,0.48 0.53,0.61 0.34,0.62 0.44,0.62 0.54,0.52 0.54,0.50 0.68,0.47 0.85,0.58 0.54,0.60 0.70,0.60 0.83,0.55 0.25,0.56 0.25,0.53 0.26,0.58 0.26
0.56 0.26,0.56 0.34,0.50 0.33,0.49 0.43,0.49 0.53,0.61 0.34,0.62 0.44,0.62 0.54,0.51 0.54,0.50 0.68,0.48 0.84,0.58 0.54,0.59 0.70,0.60 0.84,0.54 0.26,0.56 0.25,0.53 0.26,0.58 0.26
0.55 0.26,0.56 0.34,0.50 0.33,0.48 0.42,0.52 0.49,0.61 0.34,0.62 0.44,0.62 0.54,0.52 0.53,0.51 0.66,0.48 0.82,0.58 0.54,0.59 0.70,0.60 0.83,0.54 0.25,0.56 0.25,0.53 0.26,0.58 0.26
0.55 0.27,0.56 0.33,0.50 0.33,0.50 0.42,0.56 0.39,0.60 0.34,0.62 0.43,0.62 0.54,0.52 0.53,0.50 0.67,0.48 0.82,0.58 0.54,0.60 0.70,0.60 0.83,0.54 0.26,0.56 0.25,0.53 0.26,0.58 0.26
0.56 0.26,0.56 0.33,0.51 0.32,0.52 0.40,0.56 0.34,0.60 0.33,0.62 0.43,0.62 0.54,0.52 0.53,0.50 0.67,0.48 0.83,0.58 0.54,0.60 0.70,0.61 0.84,0.55 0.26,0.56 0.26,0.53 0.26,0.58 0.26
